,Rating Cycle 2 Total Health Score,Rating Cycle 2 Health Revisit Score,mds_quality_code_454,Registered Nurse turnover,severity_code_K,deficiency_tag_757,provider_resides_in_hospital,deficiency_tag_804,Rating Cycle 3 Total Number of Health Deficiencies,ownership_government_state,staffing_rating_5,deficiency_tag_695,Rating Cycle 3 Health Deficiency Score,long_stay_quality_rating_5,staffing_rating_1,quality_rating_1,severity_code_I,severity_code_F,council_resident_and_family,mds_quality_code_419,claims_quality_code_551,avg_daily_residents_per_bed_ratio,Rating Cycle 2 Total Number of Health Deficiencies,ownership_non_profit_church,provider_medicare,months_since_approval,provider_medicare_and_medicaid,Rating Cycle 2 Number of Standard Health Deficiencies,severity_code_B,deficiency_tag_677,short_stay_quality_rating_5,deficiency_tag_585,ownership_for_profit_corporation,deficiency_tag_726,ownership_for_profit_partnership,deficiency_tag_803,quality_rating_4,deficiency_tag_755,deficiency_tag_921,deficiency_tag_880,deficiency_tag_625,deficiency_tag_550,mds_quality_code_404,Number of Substantiated Complaints,continuing_care_retirement_community,mds_quality_code_434,deficiency_tag_883,severity_code_H,Rating Cycle 1 Health Revisit Score,Rating Cycle 3 Number of Complaint Health Deficiencies,most_recent_health_inspection_2plus_years_ago,severity_code_L,deficiency_tag_908,health_inspection_rating_2,quality_rating_2,council_resident,deficiency_tag_656,five_star_rating_4,deficiency_tag_583,deficiency_tag_690,five_star_rating_2,deficiency_tag_600,health_inspection_rating_3,quality_rating_5,short_stay_quality_rating_1,deficiency_tag_641,deficiency_tag_727,deficiency_tag_732,deficiency_tag_760,deficiency_tag_697,deficiency_tag_582,claims_quality_code_552,Rating Cycle 1 Number of Health Revisits,deficiency_tag_610,ownership_government_county,mds_quality_code_406,mds_quality_code_479,Rating Cycle 2 Number of Health Revisits,Number of Facility Reported Incidents,Number of Certified Beds,special_focus_status_sff_candidate,long_stay_quality_rating_4,Rating Cycle 3 Health Revisit Score,deficiency_tag_925,mds_quality_code_410,Total Amount of Fines in Dollars,Rating Cycle 1 Health Deficiency Score,staffing_rating_3,ownership_government_city_county,deficiency_tag_761,deficiency_tag_655,Average Number of Residents per Day,Total Number of Penalties,short_stay_quality_rating_3,severity_code_J,deficiency_tag_561,deficiency_tag_657,mds_quality_code_407,Number of Fines,mds_quality_code_452,deficiency_tag_584,mds_quality_code_480,mds_quality_code_430,deficiency_tag_756,deficiency_tag_919,health_inspection_rating_4,quality_rating_3,deficiency_tag_645,deficiency_tag_689,deficiency_tag_842,mds_quality_code_401,dollars_per_fine_count,five_star_rating_5,ownership_government_city,Rating Cycle 2 Number of Complaint Health Deficiencies,Number of Citations from Infection Control Inspections,deficiency_tag_580,severity_code_D,mds_quality_code_415,severity_code_C,long_stay_quality_rating_2,long_stay_quality_rating_1,special_focus_status_sff,provider_changed_ownership_last_12_months,Rating Cycle 1 Total Health Score,claims_quality_code_521,deficiency_tag_558,deficiency_tag_658,short_stay_quality_rating_4,health_inspection_rating_5,Rating Cycle 2 Health Deficiency Score,deficiency_tag_686,ownership_for_profit_llc,abuse_icon,ownership_non_profit_corporation,Number of Payment Denials,sprinklers_in_required_areas_partial,deficiency_tag_693,deficiency_tag_812,deficiency_tag_644,deficiency_tag_607,long_stay_quality_rating_3,severity_code_G,deficiency_tag_609,provider_medicaid,ownership_government_hospital_district,severity_code_E,deficiency_tag_636,five_star_rating_1,council_family,short_stay_quality_rating_2,ownership_non_profit_other,deficiency_tag_758,deficiency_tag_759,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,deficiency_tag_676,health_inspection_rating_1,Total nursing staff turnover,ownership_for_profit_individual,deficiency_tag_867,deficiency_tag_814,deficiency_tag_679,staffing_rating_4,deficiency_tag_725,deficiency_tag_692,deficiency_tag_623,deficiency_tag_700,Rating Cycle 1 Number of Standard Health Deficiencies,deficiency_tag_698,mds_quality_code_409,Rating Cycle 3 Number of Health Revisits,mds_quality_code_472,deficiency_tag_881,mds_quality_code_408,claims_quality_code_522,sprinklers_in_required_areas,five_star_rating_3,ownership_government_federal,deficiency_tag_806,deficiency_tag_578,Rating Cycle 1 Total Number of Health Deficiencies,Number of administrators who have left the nursing home,deficiency_tag_688,mds_quality_code_451,Rating Cycle 3 Total Health Score,deficiency_tag_554,staffing_rating_2,deficiency_tag_604,deficiency_tag_684,prediction,Lower_Staffing
973,180.0,0.0,98.484848,14.3,0.0,0.0,0,0.0,23.0,0,0,0.0,124.0,1,0,0,0.0,0.0,0,3.278689,2.852555,0.8755555555555555,34.0,0,0,584,1,17.0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,4.779412,39,0,0.890208,0.0,0.0,141.0,7.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.644613,2.0,0.0,0,0.0,6.393583,1.0,10,180,0,0,0.0,0.0,3.852596,77912.25,281.0,0,0,0.0,0.0,157.6,2,0,0.0,0.0,0.0,0.0,1,9.751773,0.0,5.556279,97.495826,0.0,0.0,0,0,0.0,0.0,0.0,5.060241,77912.25,0,0,17.0,2.0,0.0,0.0,100.0,0.0,0,0,0,0,422.0,30.816607,0.0,0.0,0,0,180.0,0.0,1,1,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0,1,0,0.0,0.0,16.0,16.0,0.0,1,29.2,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,97.738693,0.0,4.230769,11.96643,1,0,0,0.0,0.0,33.0,0.0,0.0,3.06564,124.0,0.0,0,0.0,0.0,1,0
9125,88.0,0.0,95.934959,50.0,0.0,0.0,0,0.0,13.0,0,0,0.0,84.0,0,0,0,0.0,2.0,0,8.849558,2.803808,0.8941860465116279,17.0,0,0,357,1,17.0,0.0,2.0,0,0.0,0,0.0,0,1.0,0,1.0,1.0,2.0,0.0,1.0,14.285714,1,0,1.290323,2.0,0.0,0.0,0.0,0,0.0,0.0,1,0,1,2.0,0,0.0,0.0,1,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.211018,1.0,0.0,0,0.577377,3.199458,1.0,0,86,0,1,0.0,0.0,6.694561,0.0,128.0,0,0,0.0,0.0,76.9,1,0,0.0,1.0,1.0,0.847458,0,27.230047,0.0,29.313265,94.926004,1.0,0.0,0,1,0.0,4.0,1.0,12.42236,0.0,0,0,0.0,2.0,0.0,36.0,96.65272,0.0,0,0,0,0,128.0,26.350921,1.0,0.0,0,0,88.0,2.0,0,0,1,1,0,0.0,1.0,0.0,0.0,0,3.0,0.0,0,0,8.0,1.0,0,0,1,0,3.0,1.0,13.0,4.0,2.0,0,50.0,0,0.0,0.0,2.0,0,0.0,2.0,1.0,0.0,13.0,0.0,0.0,1.0,77.988615,2.0,6.074766,11.303702,1,0,0,0.0,0.0,19.0,2.0,2.0,17.189674,84.0,0.0,1,0.0,2.0,1,0
7669,64.0,0.0,87.064677,80.0,0.0,0.0,0,0.0,2.0,0,0,1.0,12.0,0,1,1,0.0,0.0,0,24.242424,1.530134,0.9258333333333333,10.0,0,0,698,1,2.0,0.0,1.0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,2.0,0.0,0.0,4.945055,19,0,0.913242,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,1,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,2.387589,1.0,1.0,0,0.538934,5.623207,1.0,0,120,0,0,0.0,0.0,6.036745,76339.25,32.0,0,0,1.0,0.0,111.1,1,0,0.0,0.0,0.0,1.336898,1,13.866667,2.0,30.060445,46.446701,0.0,1.0,0,0,0.0,1.0,0.0,27.651515,76339.25,0,0,8.0,,0.0,14.0,77.952756,0.0,0,1,0,0,32.0,30.693411,0.0,0.0,0,0,64.0,2.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1.0,0.0,0,0,4.0,0.0,1,0,0,0,0.0,0.0,2.0,2.0,0.0,0,62.7,0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,54.433498,0.0,6.104651,19.333344,1,0,0,0.0,0.0,7.0,2.0,0.0,31.956822,12.0,0.0,0,0.0,1.0,1,0
1426,40.0,0.0,98.363636,33.3,0.0,0.0,0,0.0,15.0,0,0,0.0,64.0,1,0,0,0.0,0.0,0,14.383562,,0.8993333333333333,9.0,0,0,612,1,9.0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.724138,1,0,2.020202,0.0,0.0,0.0,4.0,0,0.0,0.0,0,0,1,0.0,1,0.0,0.0,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0,0.415086,4.22585,1.0,0,150,0,0,0.0,0.0,2.071563,0.0,44.0,1,0,0.0,0.0,134.9,0,0,0.0,0.0,0.0,0.567108,0,18.129771,0.0,18.543025,63.084112,0.0,0.0,0,0,0.0,0.0,0.0,14.076246,0.0,0,0,0.0,4.0,0.0,0.0,97.175141,0.0,0,0,0,0,44.0,,0.0,0.0,0,0,40.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,11.0,0.0,0.0,0,26.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,46.919431,0.0,3.703704,,1,0,0,0.0,0.0,9.0,2.0,0.0,12.181536,64.0,0.0,0,0.0,0.0,1,0
10989,8.0,0.0,93.457944,25.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0.0,1.0,1,7.692308,0.576314,0.8962264150943396,1.0,0,1,317,0,1.0,0.0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0,1,0.662252,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,1,0.0,1.0,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.858492,1.0,0.0,0,7.203503,12.171744,1.0,0,106,0,0,0.0,0.0,2.197802,0.0,56.0,0,0,0.0,1.0,95.0,0,0,0.0,0.0,1.0,4.494382,0,34.177215,1.0,10.514271,95.015439,0.0,0.0,0,0,0.0,0.0,1.0,11.111111,0.0,0,0,0.0,0.0,0.0,10.0,100.0,0.0,0,0,0,0,56.0,18.253125,0.0,0.0,0,0,8.0,1.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,61.7,0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,93.497758,0.0,0.0,8.820997,1,0,0,0.0,0.0,11.0,0.0,0.0,,0.0,0.0,0,0.0,2.0,1,0
13244,281.0,0.0,100.0,62.5,0.0,0.0,0,0.0,7.0,0,0,0.0,36.0,0,1,0,0.0,0.0,0,6.315789,,0.4349206349206349,9.0,0,0,263,1,4.0,0.0,1.0,0,0.0,1,0.0,0,0.0,0,3.0,0.0,3.0,0.0,0.0,7.526882,6,0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0,0,1,0.0,0,0.0,1.0,0,3.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0,0.392813,8.982654,1.0,7,126,0,0,0.0,0.0,2.830189,138562.63,248.0,0,0,0.0,1.0,54.8,4,0,6.0,0.0,0.0,3.365385,4,32.631579,0.0,32.261295,100.0,0.0,1.0,0,1,0.0,2.0,0.0,15.714286,34640.6575,0,0,9.0,0.0,0.0,10.0,100.0,0.0,0,0,0,0,248.0,,0.0,0.0,0,0,281.0,1.0,0,1,0,0,0,0.0,1.0,0.0,2.0,1,1.0,1.0,0,0,10.0,0.0,1,0,0,0,0.0,0.0,3.0,8.0,0.0,1,58.3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,100.0,0.0,1.648352,,1,0,0,0.0,0.0,11.0,1.0,1.0,23.422791,36.0,0.0,0,0.0,1.0,1,0
12589,148.0,0.0,100.0,,0.0,0.0,0,0.0,22.0,0,0,0.0,248.0,0,0,0,0.0,14.0,0,10.416667,0.991954,0.9241379310344828,18.0,0,0,389,1,18.0,0.0,0.0,0,0.0,0,0.0,0,1.0,1,1.0,1.0,1.0,0.0,2.0,3.658537,0,0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1,0,1,4.0,0,0.0,0.0,1,0.0,0,0,0,2.0,2.0,0.0,1.0,0.0,1.0,1.03646,1.0,0.0,0,7.48073,4.445716,1.0,5,29,0,1,0.0,0.0,4.040404,155368.96,64.0,1,0,1.0,0.0,26.8,28,0,0.0,0.0,1.0,0.0,28,28.571429,0.0,18.758249,94.444444,2.0,0.0,0,0,0.0,3.0,2.0,19.354839,5548.891428571428,0,0,0.0,,0.0,15.0,100.0,0.0,0,0,0,0,64.0,11.924843,1.0,2.0,0,0,148.0,0.0,0,0,0,0,0,0.0,3.0,0.0,0.0,0,2.0,0.0,0,0,19.0,0.0,0,0,0,1,1.0,1.0,22.0,3.0,0.0,0,35.7,0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,89.830508,0.0,1.06383,5.90267,1,0,0,1.0,0.0,9.0,,0.0,41.095625,248.0,0.0,0,0.0,0.0,1,0
735,120.0,0.0,100.0,,0.0,0.0,0,0.0,12.0,0,0,0.0,60.0,1,1,0,0.0,0.0,0,15.547703,1.30962,0.9212121212121213,14.0,0,0,698,1,13.0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.369427,5,0,4.166667,0.0,0.0,0.0,2.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,1,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.943241,1.0,0.0,0,0.0,0.79735,1.0,2,99,0,0,0.0,0.0,2.305476,0.0,52.0,0,0,0.0,0.0,91.2,0,0,0.0,0.0,0.0,0.0,0,23.333333,0.0,14.272502,98.305085,0.0,0.0,0,1,0.0,0.0,0.0,27.184466,0.0,0,0,1.0,,0.0,0.0,99.711816,0.0,0,0,0,0,52.0,28.006725,0.0,0.0,0,0,120.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,10.0,5.0,0.0,0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.288184,1.0,97.916667,0.0,2.985075,12.086032,1,0,0,0.0,0.0,12.0,,0.0,23.949964,60.0,0.0,0,0.0,0.0,1,0
7983,4.0,0.0,98.212157,50.0,0.0,0.0,0,0.0,7.0,0,0,0.0,115.0,1,0,0,0.0,0.0,1,10.443038,2.189243,0.9354166666666667,1.0,0,0,509,1,1.0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,2.0,0.0,0.0,3.571429,1,0,0.235294,0.0,0.0,0.0,4.0,0,0.0,0.0,1,0,0,0.0,0,0.0,0.0,1,2.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.233828,1.0,1.0,0,0.0,4.098098,1.0,4,240,0,0,0.0,0.0,1.889169,59765.0,28.0,0,0,0.0,0.0,224.5,2,1,1.0,0.0,0.0,0.259067,2,4.241645,0.0,20.603279,83.971631,0.0,0.0,0,0,0.0,0.0,1.0,12.543554,29882.5,0,0,0.0,,0.0,11.0,95.34005,0.0,0,0,0,0,28.0,26.554032,0.0,0.0,0,0,4.0,1.0,1,0,0,0,0,0.0,1.0,0.0,0.0,0,1.0,2.0,0,0,1.0,0.0,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0,43.8,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,77.235772,0.0,46.833579,12.828271,1,0,0,0.0,0.0,6.0,0.0,0.0,4.188938,115.0,0.0,1,0.0,1.0,1,0
9792,44.0,0.0,74.074074,80.0,0.0,0.0,0,0.0,9.0,0,0,0.0,60.0,0,0,0,0.0,1.0,0,,,0.73,6.0,0,0,383,1,4.0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,,7,0,1.598579,0.0,0.0,0.0,3.0,0,0.0,0.0,0,0,0,3.0,0,0.0,0.0,0,0.0,0,1,0,0.0,0.0,1.0,0.0,2.0,0.0,,1.0,2.0,0,,,1.0,3,80,0,0,0.0,0.0,,34320.0,44.0,1,0,1.0,0.0,58.4,2,0,0.0,0.0,1.0,,2,,1.0,,88.348868,0.0,1.0,1,0,0.0,1.0,0.0,,17160.0,1,0,6.0,0.0,1.0,19.0,,1.0,0,0,0,0,44.0,17.549671,0.0,2.0,0,0,44.0,2.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,2.0,1.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,6.0,6.0,0.0,0,48.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,,1.0,71.986755,0.0,,12.84136,1,0,0,0.0,0.0,10.0,5.0,0.0,,60.0,0.0,0,0.0,1.0,1,0
11172,12.0,0.0,99.298246,85.7,0.0,0.0,0,0.0,3.0,0,0,0.0,20.0,0,1,0,0.0,0.0,0,31.660232,,0.6818181818181818,2.0,0,0,464,1,1.0,0.0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,6.844106,1,0,3.225806,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,3.0,0,0.0,1.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0,0.371052,0.963451,1.0,1,110,0,0,0.0,0.0,4.33213,0.0,52.0,0,0,0.0,0.0,75.0,0,0,0.0,0.0,1.0,0.0,0,12.030075,0.0,27.277444,94.936709,1.0,0.0,1,1,1.0,0.0,2.0,20.359281,0.0,0,0,1.0,,1.0,11.0,100.0,0.0,0,0,0,0,52.0,,0.0,1.0,0,0,12.0,0.0,0,0,1,0,0,0.0,0.0,1.0,0.0,1,0.0,0.0,0,0,5.0,0.0,0,0,0,0,1.0,0.0,3.0,7.0,0.0,0,52.7,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,73.684211,0.0,5.907173,,1,1,0,0.0,1.0,11.0,1.0,0.0,20.266697,20.0,0.0,0,0.0,0.0,1,0
496,28.0,0.0,100.0,,0.0,0.0,0,0.0,4.0,0,0,0.0,24.0,0,0,1,0.0,0.0,0,15.962441,4.066657,0.9903225806451613,5.0,0,0,261,1,5.0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.515152,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,1,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.420081,1.0,0.0,0,6.691762,4.046758,1.0,0,62,0,0,0.0,0.0,3.930131,26218.48,8.0,0,0,0.0,0.0,61.4,5,0,0.0,0.0,0.0,3.791469,5,33.796296,0.0,23.648582,86.170213,0.0,0.0,0,0,0.0,0.0,0.0,13.125,5243.696,0,0,0.0,,0.0,0.0,100.0,0.0,0,1,0,0,8.0,43.860793,0.0,0.0,0,1,28.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,4.0,0.0,0.0,0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,87.5,0.0,0.0,22.914404,1,0,0,0.0,0.0,3.0,,0.0,20.409306,24.0,0.0,1,0.0,0.0,1,0
8094,44.0,0.0,98.962656,43.5,0.0,0.0,0,0.0,13.0,0,0,0.0,52.0,0,0,0,0.0,0.0,0,21.166307,1.519137,0.943,8.0,0,0,327,1,4.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.0,2.0,1.0,1.0,8.823529,2,0,3.524229,0.0,0.0,0.0,1.0,0,0.0,0.0,1,0,1,3.0,0,0.0,1.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.555045,1.0,0.0,0,0.0,6.155739,1.0,3,200,0,0,0.0,0.0,3.454894,0.0,36.0,1,0,0.0,1.0,188.6,0,0,0.0,0.0,1.0,0.0,0,15.22158,0.0,6.472162,99.57265,0.0,1.0,0,1,0.0,3.0,0.0,24.867725,0.0,0,0,4.0,,0.0,21.0,99.616123,0.0,0,0,0,0,36.0,15.920039,1.0,0.0,1,0,44.0,0.0,1,0,0,0,0,0.0,1.0,0.0,0.0,1,0.0,1.0,0,0,6.0,1.0,0,0,0,0,0.0,0.0,12.0,3.0,0.0,0,30.8,0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,95.359629,0.0,5.284553,13.986941,1,0,0,0.0,1.0,8.0,1.0,0.0,23.248325,52.0,1.0,0,0.0,2.0,1,0
8241,100.0,0.0,87.664042,44.4,0.0,1.0,0,0.0,19.0,0,0,1.0,80.0,0,0,0,0.0,1.0,0,6.19469,1.734611,0.9625,16.0,0,0,560,1,16.0,2.0,1.0,0,2.0,0,0.0,0,0.0,0,0.0,0.0,2.0,0.0,2.0,8.359133,23,0,0.346021,0.0,0.0,0.0,4.0,0,0.0,0.0,1,0,1,3.0,0,0.0,2.0,1,1.0,0,0,0,3.0,0.0,1.0,1.0,0.0,0.0,0.601264,1.0,0.0,0,0.0,8.928787,1.0,4,120,0,1,0.0,0.0,2.578797,30630.53,88.0,0,0,4.0,1.0,115.5,3,1,0.0,2.0,3.0,0.0,3,17.168675,0.0,19.050805,90.966387,0.0,1.0,0,1,0.0,1.0,2.0,23.529412,10210.176666666666,0,0,2.0,0.0,0.0,35.0,96.275072,1.0,0,0,0,0,88.0,30.257776,1.0,2.0,0,0,100.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,2.0,0.0,0,0,9.0,0.0,0,0,0,0,0.0,1.0,15.0,8.0,0.0,0,45.2,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,85.552408,0.0,1.290323,6.256583,1,0,0,0.0,2.0,15.0,0.0,2.0,40.562938,80.0,0.0,1,0.0,1.0,1,0
11184,52.0,0.0,100.0,50.0,0.0,0.0,0,0.0,17.0,0,0,1.0,239.0,0,1,0,0.0,2.0,0,1.515152,2.32975,0.5153333333333333,8.0,0,0,457,1,5.0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,2.0,0.0,3.0,0.0,2.0,7.539683,20,0,0.0,0.0,1.0,0.0,17.0,0,0.0,2.0,1,0,0,0.0,0,0.0,0.0,0,1.0,0,0,0,2.0,1.0,0.0,1.0,0.0,0.0,1.004361,1.0,1.0,0,0.0,5.602132,1.0,13,150,0,1,0.0,1.0,1.333333,83705.89,124.0,0,0,0.0,0.0,77.3,8,1,2.0,0.0,0.0,0.357143,6,33.455882,1.0,25.435037,99.111111,0.0,1.0,0,1,1.0,4.0,4.0,32.954545,13950.981666666667,0,0,3.0,6.0,0.0,17.0,100.0,0.0,0,0,0,0,124.0,19.171063,1.0,0.0,0,0,52.0,0.0,0,0,0,2,0,1.0,3.0,0.0,1.0,0,3.0,2.0,0,0,15.0,0.0,1,0,0,0,0.0,0.0,2.0,9.0,0.0,0,57.9,0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,99.386503,0.0,2.797203,12.688861,1,0,0,0.0,0.0,15.0,1.0,0.0,52.716989,239.0,0.0,0,0.0,1.0,1,0
7220,60.0,0.0,90.799031,47.1,2.0,0.0,0,0.0,3.0,0,0,1.0,24.0,1,0,0,0.0,1.0,0,8.196721,2.036349,0.9486486486486486,11.0,0,0,683,1,11.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,7.492795,5,0,6.164384,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,1.0,0,0.0,2.0,0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.969181,1.0,1.0,0,0.619935,9.228654,1.0,0,111,0,0,0.0,0.0,1.036269,80938.0,268.0,1,0,0.0,0.0,105.3,1,0,0.0,0.0,2.0,0.0,1,7.977208,1.0,14.892953,41.568627,1.0,0.0,0,1,1.0,0.0,1.0,9.361702,80938.0,0,0,0.0,1.0,1.0,19.0,88.601036,0.0,0,0,0,0,268.0,34.17302,0.0,1.0,0,0,60.0,1.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1.0,1.0,0,0,5.0,0.0,1,0,0,0,0.0,0.0,2.0,3.0,0.0,1,44.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,1.0,54.166667,0.0,5.588235,9.732894,1,0,0,0.0,2.0,14.0,1.0,0.0,7.080319,24.0,0.0,0,0.0,0.0,1,0
4794,64.0,0.0,100.0,,0.0,0.0,0,0.0,4.0,0,0,1.0,28.0,0,1,1,0.0,0.0,0,32.231405,2.759841,0.8214814814814815,7.0,0,0,294,1,6.0,0.0,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.272727,2,0,1.687764,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0,1,1.0,0,0.0,0.0,0,0.0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,2.087772,1.0,0.0,0,0.464979,5.369057,1.0,0,135,0,0,0.0,0.0,3.580563,7900.75,48.0,0,0,0.0,0.0,110.9,1,0,0.0,1.0,0.0,0.813008,1,14.705882,0.0,22.6166,98.70801,0.0,0.0,0,0,0.0,1.0,0.0,22.222222,7900.75,0,0,1.0,,0.0,8.0,99.744246,0.0,0,1,0,0,48.0,35.469086,0.0,0.0,0,0,64.0,0.0,1,0,0,0,0,0.0,1.0,0.0,0.0,0,1.0,0.0,0,0,11.0,0.0,1,0,0,0,0.0,1.0,4.0,2.0,0.0,0,,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,7.0,0.0,0.511509,1.0,99.273608,0.0,0.294118,20.120147,1,0,0,0.0,0.0,9.0,1.0,0.0,36.350978,28.0,1.0,0,1.0,1.0,1,0
13476,48.0,0.0,100.0,72.2,2.0,0.0,0,0.0,3.0,0,0,1.0,24.0,0,1,0,0.0,1.0,0,7.033639,,0.7016042780748662,8.0,0,0,174,1,6.0,0.0,1.0,0,1.0,0,0.0,0,0.0,1,2.0,0.0,2.0,0.0,1.0,2.027027,7,0,0.909091,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,2.0,0,0.0,1.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0,0.0,2.827517,1.0,0,187,0,1,0.0,3.0,4.33526,43341.25,360.0,0,0,2.0,0.0,131.2,2,0,1.0,0.0,1.0,0.0,2,5.863192,2.0,22.012014,99.818512,0.0,0.0,0,0,0.0,1.0,0.0,18.274112,21670.625,0,0,8.0,0.0,0.0,11.0,100.0,0.0,0,0,0,0,360.0,32.014764,0.0,0.0,1,0,48.0,0.0,0,0,0,0,0,0.0,3.0,0.0,0.0,0,0.0,0.0,0,1,9.0,0.0,1,0,0,0,0.0,0.0,3.0,9.0,0.0,1,61.2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,100.0,0.0,1.090909,9.865673,1,0,0,0.0,0.0,13.0,1.0,0.0,30.880588,24.0,1.0,0,0.0,0.0,1,0
